p_sex,p_age,p_size,p_edu,p_nuts3,p_income,p_house_income,s1,s2_1,s2_2,s2_3,s2_4,s2_5,s3_1,s3_2,s3_3,s3_4,s3_5,s3_6,s3_7,s3_8,s3_9,s3_10,s3_11,s3_12,s4_1,s4_2,s4_3,s4_4,s5,s6,s6_code1,s6_code2,s6_code3,s7_1,s7_2,s7_2_code1,s7_2_code2,s7_2_code3,s8_1,s8_2,s8_2_code1,s8_2_code2,s8_2_code3,s10,s10_O_T_H,s11_1,s11_2,s11_3,s11_4,s9_1,s9_1_code1,s9_1_code2,s9_1_code3,s9_1_code4,s9_2,s9_2_code1,s9_2_code2,s9_2_code3
Mu,56,Obec s 2000 - 4999 obyvateli,Vyuèen,8,2,5,Ano,0,5,90,5,100,Velmi mnì zajímá,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,3-4x tıdnì,Dennì /témìø dennì,1-2x tıdnì,Televizní zpravodajství,dokai se bez toho obejít,Neuvedl,,,dnes,prototo e je odebírám,"Ze zvyku, líbí se mi",,,novinky cz,jsou tam zajímavosti,Zajímavé informace,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,kdy mám èas,Kdy mám èas,,,,protoe mì to zajímá,Kdy mì nìco zajímá,,
Mu,39,Mìsto s 5000 - 19999 obyvateli,Maturita,8,88,1,Ano,0,10,20,70,100,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Rozhlasové zpravodajství,za jízdy v autì nejlepší zdroj informací,"Mám rád/a, je to zvyk, vyhovuje forma",,,-,-,Neuvedl,,,novinky cz,zvyk,"Zvyk, nastavená DS",,,Ne,sys_empty,-8,-8,-8,-8,kdy mám èas v èekárnì,"V èekárnì, restauraci",,,,veèer u pc,Kdy jsem na internetu,,
Mu,41,Velkomìsto nad 100 000 obyvatel,Vyuèen,6,4,6,Ano,10,40,50,0,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Ménì èasto,Televizní zpravodajství,Pøehled,Pøehled událostí,,,Právo,Dùvìryhodné,"Pravdivé, kvalitní",,,Novinky cz,dùvìryhodnı,"Kvalita, objektivnost",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,Obìda,"Kdy odpoèívám/mám pauzu, kdy chci",,,,ranní kávy,Kdy se nudím/relaxuji,,
ena,52,Mìsto s 5000 - 19999 obyvateli,Vyuèen,14,2,6,Ano,25,25,25,25,100,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Neuvedl,,,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,Dennì /témìø dennì,Rozhlasové zpravodajství,Poslouchám rádio kadı den,"Mám rád/a, je to zvyk, vyhovuje forma",,,Blesk,u ani nevím,Neuvedl,,,Novinky cz,nevím,Neuvedl,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,ètu e kadı den kromì víkendu,"Èasto, pravidelnì",,,,ètu je pokud si pustím PC a pøipojím se k internetu,Kdy jsem na internetu,,
ena,58,Velkomìsto nad 100 000 obyvatel,Vyuèen,1,3,4,Ano,0,30,60,10,100,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Pøekódovat do 1-8 pøíp. ádné,,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,"Internetové zpravodajské deníky, servery",Na internetu jsem dennì a mùu si zjistit informace v dobì kdy se mi to hodí a nemusím bıt u televize v urèitou dobu.,Trávím èas na internetu,Dostupnost,,Metro,Jsou asi jediné které ètu a to jen kdy se mi náhodou dostanou do ruky. Metrem moc nejezdím a noviny u stánku si nekupuji vùbec.,Jiné,,,Novinky CZ,"Jsou tam pøehledné zprávy po celı den, jsou struèné a nejsou nudné",Pøehledné,Zajímavé informace,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na stolním poèítaèi,0,0,Kdy se k nim náhodou dostanu v práci - sama je nekupuji,Kdy je dostanu/nìkdo je koupí,,,,"Vdy kdy si zapnu PC, tak nejprve projedu email a pak si pøeètu co je nového. Pokud mì nezaujme nic z názvu, tak èlánek pøeskoèím a pøeètu si jen to, co mì zaujme.",Kdy jsem na internetu,,
ena,40,Velkomìsto nad 100 000 obyvatel,Vyuèen,1,4,4,Ano,0,50,30,20,100,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Málo mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Pøekódovat do 1-8 pøíp. ádné,,,Vùbec,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Obešel /obešla bych se beze všech,sys_filtered_off,"-9,00",,,sys_filtered_off,sys_filtered_off,-9,,,novinky.cz,"je na seznamu hned po ruce, nemusím ho hledat",Dostupnost,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,sys_filtered_off,-9,,,,má èerstvé informace a nechce se mi pouštìt televizi na celı den kvùli zprávám,"Je aktuální, kdykoli dostupné",Jiné,
ena,38,Velkomìsto nad 100 000 obyvatel,Maturita,1,3,5,Ano,2,70,25,3,100,Velmi mnì zajímá,Málo mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Obešel /obešla bych se beze všech,sys_filtered_off,"-9,00",,,deník Metro,"jsou zdarma, nosí mi je kolegynì do práce",Levné/zdarma,,,novinky.cz,"nevím, jsem na nì zvyklá","Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na notebooku,0,0,"cestou do práce, z práce, pøi polední pauze",Kdy cestuji,"Kdy odpoèívám/mám pauzu, kdy chci",,,"spoustu èasu trávím u poèítaèe, jsou zdarma",Kdy jsem na internetu,Jsou zdarma,
ena,40,Vesnice do 999 obyvatel,Vyuèen,2,2,99,Ano,5,70,15,10,100,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Neuvedl,,,Ménì èasto,Dennì /témìø dennì,3-4x tıdnì,Ménì èasto,"Internetové zpravodajské deníky, servery",pracuji s poèítaèem,Trávím èas na internetu,,,nymburskı deník,je z našeho regionu,Obsah (zamìøení i rozsah),,,novinky.cz,je pøehlednı a jsou v nìm zajímavé informace,Pøehledné,Zajímavé informace,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na stolním poèítaèi,0,0,"pøí jízdì vlakem a pøi návštìvì, protoe nejsem pøipojená na internet",Kdy cestuji,Kdy nemùu na internet,,,"pravidelnì, jsou pro mnì dostupné a jsou aktuální","Kvùli rozsahu, objektivitì","Je aktuální, kdykoli dostupné",
Mu,39,Mìsto s 20000 - 99999 obyvateli,Maturita,5,4,5,Ano,5,50,35,10,100,Velmi mnì zajímá,Velmi mnì zajímá,Málo mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,"Internetové zpravodajské deníky, servery","Najdu vše, co hledám. Najdu to rychle. Zpravodajství je ""èerstvé"".",Širokı rozsah informací,"Aktuálnost, rychlost",,mladá fronta,Èlánky jsou pøehlednì a ètivì uspoøádány. Mají pravidelné tématické pøílohy.,"Forma, vzhled",Pøílohy,,novinky.cz,"Asi jsou i lepší, ale jsem na nì zvyklı","Zvyk, nastavená DS",,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",20,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na tabletu,Internetové zpravodajství ètu na stolním poèítaèi,Tištìné noviny ètu na návštìvì u pøíbuznıch / sám si je nekupuji,Kdy je dostanu/nìkdo je koupí,,,,"Internetové servery ètu vdy, pokud mám pøipojení k internetu / zajímají mì co nejèerstvìjší informace",Kdy jsem na internetu,"Je aktuální, kdykoli dostupné",
Mu,18,Mìsto s 20000 - 99999 obyvateli,Základní,8,1,9,Ano,0,50,40,10,100,Velmi mnì zajímá,Velmi mnì zajímá,Málo mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,1-2x tıdnì,"Internetové zpravodajské deníky, servery",Je nejaktuálnìjší  Je zdarma,"Aktuálnost, rychlost",Je to levné,,novinky.cz,široké pokrytí,Dostupnost,,,novinky.cz,široké zamìøení,Rozsah,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,0,0,dárek k novinám,"Podle pøílohy, dárku",,,,"kadı den, poøád se aktualizují",Navštìvuji dennì,"Je aktuální, kdykoli dostupné",
Mu,36,Mìsto s 20000 - 99999 obyvateli,VŠ,2,7,8,Ano,0,70,25,5,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,"Internetové zpravodajské deníky, servery","nejaktuálnìjší zpravodajství, vıbìr toho, co potøebuji","Aktuálnost, rychlost",Vybírám si informace/zdroje,,5+2,je zdarma,Levné/zdarma,,,novinky.cz,aktuality vdy a všude,"Rychlost, aktuálnost",Zajímavé informace,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na tabletu,Internetové zpravodajství ètu na mobilu,0,jsou zdarma,Kdy je dostanu/nìkdo je koupí,,,,"aktuální zpravodajství, vıbìr co potøebuji","Je aktuální, kdykoli dostupné",Kdy mì nìco zajímá,
ena,26,Velkomìsto nad 100 000 obyvatel,Maturita,3,4,7,Ano,10,40,5,45,100,Velmi mnì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Dennì /témìø dennì,Dennì /témìø dennì,1-2x tıdnì,Dennì /témìø dennì,Rozhlasové zpravodajství,Kompletní informace o dìní u nás i v zahranièí ve velmi èasté frekvenci.,Pøehled událostí,,,literární noviny,prvotøídní informace,Obsah (zamìøení i rozsah),,,novinky.cz,kompletní pøehled o dìní,Pøehledné,,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,0,0,"nemám pøístup k internetu, rádiu",Kdy nemùu na internet,,,,"ètu opravdu dennì, nejlepší pøístup, dohledám si vše, co potøebuji",Navštìvuji dennì,Kdy mì nìco zajímá,
Mu,43,Mìsto s 20000 - 99999 obyvateli,Maturita,10,6,8,Ano,5,10,75,10,100,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,Nevím /je to jedno,sys_filtered_off,"-9,00",,,mf,obsahuje všechny zprávy rovnomìrnì,Obsah (zamìøení i rozsah),,,novinky.cz,je tam vše,Rozsah,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,je mám k dispozici,Kdy je dostanu/nìkdo je koupí,,,,je,Neuvedl,,
Mu,38,Mìsto s 5000 - 19999 obyvateli,Vyuèen,4,4,4,Ano,0,20,70,10,100,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Málo mì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Televizní zpravodajství,zvyk,"Mám rád/a, je to zvyk, vyhovuje forma",,,sys_filtered_off,sys_filtered_off,-9,,,novinky.cz,nevim,Neuvedl,,,Ne,sys_empty,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na notebooku,0,0,sys_filtered_off,-9,,,,nevim,Neuvedl,,
ena,47,Vesnice do 999 obyvatel,Maturita,14,3,4,Ano,0,30,40,30,100,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Pøekódovat do 1-8 pøíp. ádné,,,Vùbec,3-4x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Televizní zpravodajství,èølovìk musí vìdìt co se kolem nìj dìje a je to i s obrázky,Pøehled událostí,,,sys_filtered_off,sys_filtered_off,-9,,,novinky.cz,"kdy zapnu poèítaè je hned na oèích, nemusím jej hledat","Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,sys_filtered_off,-9,,,,"noviny neètu, internetové zprávy nelze pøehlédnout",Jiné,,
Mu,41,Mìsto s 20000 - 99999 obyvateli,Vyuèen,5,4,5,Ano,0,70,10,20,100,Vùbec mì nezajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,Dennì /témìø dennì,1-2x tıdnì,3-4x tıdnì,Nevím /je to jedno,sys_filtered_off,"-9,00",,,sys_filtered_off,sys_filtered_off,-9,,,novinky.cz,je na seznamu,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,sys_filtered_off,-9,,,,nemusim kupovat noviny,Jiné,,
ena,58,Velkomìsto nad 100 000 obyvatel,Maturita,1,3,99,Ano,0,30,60,10,100,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Jiná,,,Vùbec,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Televizní zpravodajství,Rychlé shrnutí informací,"Aktuálnost, rychlost",Pøehled událostí,,sys_filtered_off,sys_filtered_off,-9,,,novinky.cz,rychlé informace všeho druhu,"Rychlost, aktuálnost",Rozsah,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,sys_filtered_off,-9,,,,mohu rychle vyhledávat informace,Monost zjistit víc,,
Mu,45,Velkomìsto nad 100 000 obyvatel,Vyuèen,11,5,7,Ano,10,30,30,30,100,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Vìda,,,1-2x tıdnì,3-4x tıdnì,Dennì /témìø dennì,3-4x tıdnì,Obešel /obešla bych se beze všech,sys_filtered_off,"-9,00",,,dnes,objektivita,"Pravdivé, kvalitní",,,novinky.cz,objektivita,"Kvalita, objektivnost",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,0,0,radiournal,Jiné,,,,objektivita,"Kvùli rozsahu, objektivitì",,
ena,27,Velkomìsto nad 100 000 obyvatel,Maturita,1,2,3,Ano,0,90,0,10,100,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Vùbec,Dennì /témìø dennì,Ménì èasto,Ménì èasto,"Internetové zpravodajské deníky, servery",je to nejjednodušší a nejlevnìjší,Dostupnost,Je to levné,,sys_filtered_off,sys_filtered_off,-9,,,novinky.cz,nejvìtší pøehled,Rozsah,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na tabletu,0,0,sys_filtered_off,-9,,,,pro všeobecnı pøehled,"Kvùli rozsahu, objektivitì",,
ena,33,Mìsto s 20000 - 99999 obyvateli,Vyuèen,14,3,2,Ano,10,25,50,15,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,Nevím /je to jedno,sys_filtered_off,"-9,00",,,"Mladá fronta dnes,",mnoho informací,Obsah (zamìøení i rozsah),,,novinky.cz,spoustu onformaací,Rozsah,,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na tabletu,Internetové zpravodajství ètu na stolním poèítaèi,je má nìkdo doma,Kdy je dostanu/nìkdo je koupí,,,,chci mít dennì pøehled,"Kvùli rozsahu, objektivitì",,
ena,35,Obec s 1000 - 1999 obyvateli,Maturita,2,1,3,Ano,10,80,10,0,100,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,3-4x tıdnì,Ménì èasto,"Internetové zpravodajské deníky, servery",aby èlovìk vìdìl co se kde dìje,Pøehled událostí,,,Aha,ètvrteèní recepty,Obsah (zamìøení i rozsah),,,novinky.cz,nejnovìjší zprávy,"Rychlost, aktuálnost",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,0,0,0,kdy mám èas,Kdy mám èas,,,,mám k nim rychlejší pøístup,"Je aktuální, kdykoli dostupné",,
ena,55,Velkomìsto nad 100 000 obyvatel,Maturita,1,2,6,Ano,20,40,40,0,100,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Jiná,,,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,Noviny - denní tisk,pøeèíst si tištìné zpravodajství,"Mám rád/a, je to zvyk, vyhovuje forma",,,MF dnes,jsem na nì zvyklá,"Ze zvyku, líbí se mi",,,novinky.cz,pøehledné,Pøehledné,,,"Ano, vypište prosím maximáílní pøípustnou èástku za mìsíc:",100,Internetové zpravodajství ètu na notebooku,0,0,0,zvyk,"Èasto, pravidelnì",,,,nejnovìjší informace,"Je aktuální, kdykoli dostupné",,
Mu,31,Velkomìsto nad 100 000 obyvatel,Vyuèen,1,5,10,Ano,10,20,50,20,100,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Málo mì zajímá,Málo mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,Dennì /témìø dennì,3-4x tıdnì,Ménì èasto,"Internetové zpravodajské deníky, servery","Mám ho neustále v mobilu. Take ráno, na záchodì.... :)",Dostupnost,,,DNES,Nejrozsáhlejší informace,Obsah (zamìøení i rozsah),,,novinky.cz,Pøehlednı a pøíjemnı,Pøehledné,"Vyhovuje, mám rád/a",,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,0,0,Leí nìkomu na stole,Kdy je dostanu/nìkdo je koupí,,,,Protoe ho mám neustále po ruce.,"Je aktuální, kdykoli dostupné",,
Mu,46,Mìsto s 20000 - 99999 obyvateli,Vyuèen,6,3,5,Ano,0,40,60,0,100,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,3-4x tıdnì,"Internetové zpravodajské deníky, servery","mám je stále na oèích, kdykoliv se objeví nìjaká zpráva nebo chci vìdìt, co se dìje, mám okamitı pøístup a monost to zjistit","Aktuálnost, rychlost",,,MF dnes,pøehled a rozsah,Obsah (zamìøení i rozsah),,,novinky.cz,rychlost a pøehled zpráv,"Rychlost, aktuálnost",Pøehledné,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,0,pokud potøebuji nìjaké podrobné info o konkrétní vìci,Kvùli obsahu,,,,ihned dostupné a kdykoliv na oèích,"Je aktuální, kdykoli dostupné",,
Mu,50,Vesnice do 999 obyvatel,Vyuèen,2,4,7,Ano,10,30,40,20,100,Velmi mnì zajímá,Velmi mnì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,Dennì /témìø dennì,Dennì /témìø dennì,Rozhlasové zpravodajství,poslech pøi zamìstnání,"Mám rád/a, je to zvyk, vyhovuje forma",,,mladá fronta,zvyk,"Ze zvyku, líbí se mi",,,novinky.cz,zvyk,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na tabletu,nedostupnosti internetu,Kdy nemùu na internet,,,,dostupnosti internetu,"Je aktuální, kdykoli dostupné",,
ena,35,Mìsto s 20000 - 99999 obyvateli,Maturita,12,4,7,Ano,0,80,10,10,100,Málo mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Velmi mnì zajímá,Neuvedl,,,Ménì èasto,Dennì /témìø dennì,3-4x tıdnì,Ménì èasto,"Internetové zpravodajské deníky, servery",poøád je k dispozici,Dostupnost,,,blesk,zajímavé novinky,Obsah (zamìøení i rozsah),,,novinky.cz,spolehlivost,"Kvalita, objektivnost",,,Ne,sys_empty,Internetové zpravodajství ètu na notebooku,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na stolním poèítaèi,Internetové zpravodajství ètu na tabletu,pouze kdy potøebuji pøeèíst nìco konkrétního co není na internetu,Kvùli obsahu,,,,jsou k dispozici 24 hod dennì,"Je aktuální, kdykoli dostupné",,
Mu,25,Mìsto s 20000 - 99999 obyvateli,Maturita,14,3,2,Ano,5,60,20,15,100,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Vùbec mì nezajímá,Velmi mnì zajímá,Vùbec mì nezajímá,"-9,00",,,Ménì èasto,3-4x tıdnì,1-2x tıdnì,1-2x tıdnì,"Internetové zpravodajské deníky, servery",Mùu si pøeèíst kdykoliv mám chu,Dostupnost,,,Právo,objektivnìjší èlánky,"Pravdivé, kvalitní",,,novinky.cz,pouívám server seznam,"Zvyk, nastavená DS",,,Ne,sys_empty,Internetové zpravodajství ètu na stolním poèítaèi,0,0,0,nepøístupu internetu,Kdy nemùu na internet,,,,podle nálady,Kdy se nudím/relaxuji,,
ena,22,Velkomìsto nad 100 000 obyvatel,Maturita,4,4,5,Ano,0,95,0,5,100,Vùbec mì nezajímá,Málo mì zajímá,Velmi mnì zajímá,Vùbec mì nezajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Èásteènì /nìkdy mì zajímá,Málo mì zajímá,Vùbec mì nezajímá,"-9,00",,,1-2x tıdnì,Dennì /témìø dennì,Ménì èasto,1-2x tıdnì,"Internetové zpravodajské deníky, servery","ètením zpráv na internetu ,,zabíjím"" èas,je to pro mì nejpohodlnìjší a nejlevnìjší zpùsob získání informací. Jednodušší je i sehnat zprávy v cizím jazyce ( vìtší informovanost,jiné zprávy ne v èeskıch médiích)",Jiné,Širokı rozsah informací,,Mladá fronta,máme je v práci,Dostupnost,,,novinky.cz,nejjednodušší pøístup,Dostupnost,,,Ne,sys_empty,Internetové zpravodajství ètu na mobilu,Internetové zpravodajství ètu na notebooku,0,0,"e u mám na internetu všechno pøeèteno,e mì na titulní stránce zaujme èlánek.",Kvùli obsahu,,,,kdy se nudím,Kdy se nudím/relaxuji,,
