p_sex	p_age	p_size	p_edu	p_nuts3	p_income	p_house_income	s1	s2_1	s2_2	s2_3	s2_4	s2_5	s3_1	s3_2	s3_3	s3_4	s3_5	s3_6	s3_7	s3_8	s3_9	s3_10	s3_11	s3_12	s4_1	s4_2	s4_3	s4_4	s5	s6	s6_code1	s6_code2	s6_code3	s7_1	s7_2	s7_2_code1	s7_2_code2	s7_2_code3	s8_1	s8_2	s8_2_code1	s8_2_code2	s8_2_code3	s10	s10_O_T_H	s11_1	s11_2	s11_3	s11_4	s9_1	s9_1_code1	s9_1_code2	s9_1_code3	s9_1_code4	s9_2	s9_2_code1	s9_2_code2	s9_2_code3
2	32	6	3	1	3	7	1	0	50	50	0	100	2	2	2	2	2	2	2	2	4	-9	 	 	5	1	1	5	2	podívám se na zprávy kdy chci	3	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	Novinky.cz	pøehlednı	2	 	 	2	sys_empty	1	4	2	3	sys_filtered_off	-9	 	 	 	zprávy ètu prùbìnì	3	 	 
1	24	4	2	11	4	7	1	5	20	70	5	100	1	1	2	4	1	2	1	2	1	11	80	 	2	1	1	3	3	Je to denní rutina a najdu tam bez námahy to co hledám.	8	10	 	MF Dnes	Najdu tam všechna témata, nejsou jednostrannì zamìøené.	2	3	 	Novinky.cz	Nejaktuálnìjší informace	1	 	 	666	100	2	4	0	0	Kdy jsem na cestách	1	 	 	 	Kdy jsem doma nebo u PC	2	 	 
1	54	4	3	8	4	5	1	0	10	80	10	100	1	1	2	1	1	3	4	2	2	17	15	80	4	2	1	2	3	Je to v èase, kdy se tomuto mùu v klidu vìnovat a z èasovıch dùvodù	3	 	 	Mladá fronta dnes	Zvyk	4	 	 	Novinky.cz	Nastaven na domovskıch stránkách	3	 	 	2	sys_empty	1	0	0	0	nemám monost si je bìhem dne pøeèíst	5	 	 	 	témìø kadı den vìnuji èást svého èasu internetu	1	 	 
1	52	3	2	14	3	5	1	10	30	50	10	100	2	2	3	1	2	2	3	1	4	-9	 	 	3	1	1	3	5	sys_filtered_off	-9	 	 	Blesk	Kvùli páteènímu magazínu	6	 	 	Novinky.cz	Jsou souèásti prohlíeèe	3	 	 	2	sys_empty	3	1	0	0	e si je v pátek koupám	7	 	 	 	Kadı den	1	 	 
2	27	4	3	14	2	88	1	0	80	10	10	100	2	2	2	3	2	2	3	2	2	11	80	 	4	1	2	2	2	chi znát aktuální dìní	1	 	 	deník	pøináší informace z mého okolí	2	 	 	novinky.cz, aktualne.cz	není nejoblíbenìjší, ale nejnavštìvovanìjší	80	 	 	2	sys_empty	4	2	1	3	kdy jsem na naávštìvì u rodièù, kteøí je odebírají, sama je nekupuji	2	 	 	 	protoe mám monost si sama "dávkovat" novinky, kdy chci já, ne kdy bìí v tv	8	 	 
1	53	4	3	13	3	88	1	5	35	40	20	100	2	3	3	2	2	2	3	1	4	-9	 	 	4	1	1	1	2	aktuální a rychlejší	1	 	 	blesk	nerozebírají politiku ve vìtší míøe	2	 	 	noviny.cz	jsou tam aktuální zprávy	1	 	 	2	sys_empty	2	1	3	4	v nouzi,kdy se nudím	3	 	 	 	skoro vdy	1	 	 
2	36	1	3	10	88	99	1	0	30	30	40	100	2	3	1	2	3	2	1	1	4	-9	 	 	4	1	1	1	4	celı den poslouchám rádio, nemohla bych bez nìj fungovat a zprávy kadou hodinu k tomu patøí	8	 	 	blesk	je tam spousta zpráv z více kruhù	2	 	 	novunky.cz	neustále nové  a mìnící se zprávy	1	 	 	2	sys_empty	1	3	0	0	tištìné noviny ètu jen na návštìvì u svıch rodièù,proote je odebírají	2	 	 	 	internetové zpravodajstí ètu kdykoliv jdu na internet,tak prvnì kouknu co se kde událo nového	3	 	 
2	55	6	2	11	2	1	1	30	40	0	30	100	2	2	1	4	2	3	4	2	2	80	 	 	2	1	5	3	5	sys_filtered_off	-9	 	 	Lidové noviny	proto	99	 	 	Parlamentní listy	aktuální témata	1	 	 	2	sys_empty	1	0	0	0	si udìlám kafe, pohodlí a ètu	6	 	 	 	kdy spìchám	80	 	 
1	51	2	3	2	7	9	1	10	30	25	35	100	1	2	2	2	1	2	4	1	2	15	 	 	2	1	1	1	3	je bez reklam	80	 	 	lN	jsou velké a levné	8	 	 	search	je bez cenzury	5	 	 	666	10	1	2	0	0	e jsem v práci	80	 	 	 	jsem v práci	2	 	 
2	20	6	3	1	2	5	1	20	40	35	5	100	1	1	2	2	1	3	3	2	4	-9	 	 	3	1	1	4	2	Rychlost šíøení informací.	1	 	 	Hospodáské	Obsahují informace, které mì zajímají a které jiné noviny neposkytují.	2	 	 	server èt24	Nejvíc mu vìøím.	5	 	 	2	sys_empty	-8	-8	-8	-8	Ètu je ve vlaku (cesta mi trvá 3,5 hodiny)	1	 	 	 	Informace jsou rychlé a aktuální, sleduji je hned po zapnutí prohlíeèe.	8	 	 
2	23	6	3	6	3	5	1	10	30	50	10	100	3	3	3	3	2	1	1	1	4	-9	 	 	1	1	1	1	2	zajímá mì to,a baví mì to èíst na internetu kdy se nudím	6	 	 	ustecky deník	pisou tam o nasem meste	2	 	 	seznam	najdu tam co neznám	4	 	 	2	sys_empty	1	4	2	3	kdyz nechci na internet tak ctu tisk	4	 	 	 	kdyz jsem na internetu a nudim se	3	7	 
2	35	6	2	1	3	2	1	0	2	98	0	100	3	4	3	4	3	3	3	2	4	-9	 	 	5	4	3	5	6	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	seznam	to ani nevím	99	 	 	2	sys_empty	1	0	0	0	sys_filtered_off	-9	 	 	 	noviny jsem uvedla,e vùbec neètu	99	 	 
1	26	4	3	8	6	7	1	10	50	40	0	100	1	1	2	1	1	2	3	1	2	12	 	 	3	2	1	5	2	zvyk	8	 	 	Právo	zvyk	4	 	 	seznam	zvyk	3	 	 	2	sys_empty	1	0	0	0	vyjímeènì	5	 	 	 	zvyk	80	 	 
2	47	5	3	8	88	99	1	25	25	35	15	100	3	2	1	2	2	3	3	2	1	0	 	 	4	3	3	1	4	rozhlasové zpravodajství lze poslochat i pøi jiné èinnosti, je objektivnìjší	8	7	 	Mladá fronta	pøehledné zajímavé zprávy	2	 	 	seznam	nevím	99	 	 	2	sys_empty	1	0	0	0	èastìji, je to pro mì zajímavìjší	7	 	 	 	jen obèas, náhodnì	80	 	 
1	49	1	3	3	4	8	1	0	2	80	18	100	2	2	3	2	3	2	4	2	3	0	 	 	5	4	1	2	5	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	seznam	domovská stránka	3	 	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	noviny vùbec neètu, internet mimochodem	80	 	 
2	47	4	2	7	2	99	1	30	30	20	20	100	3	3	2	2	2	2	3	1	4	-9	 	 	4	1	3	3	2	Sleduji zprávy a informace na internetu.	80	 	 	Jabloneckı deník	Jsou tam zprávy i z regionu	2	 	 	seznam	mám to domovskou stránku	3	 	 	2	sys_empty	2	0	0	0	informace i z regionu	10	 	 	 	informace všeho druhu	9	 	 
2	46	3	2	13	88	88	1	0	30	40	30	100	4	3	2	4	3	2	2	1	4	-9	 	 	5	2	1	1	3	ivé vysílání	8	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	seznam	aktuální zprávy	1	 	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	tištìné noviny jsem neuvedla ,ty neètu,internet je aktuálnìjší	8	 	 
2	41	6	4	1	3	5	1	0	80	10	10	100	2	2	2	3	2	2	2	1	2	80	 	 	4	1	4	4	2	je pro mì nejdostupnìjší	3	 	 	MF	jsem na nì zvyklá	4	 	 	seznam	ze zvyku	3	 	 	2	sys_empty	2	0	0	0	dle chuti a nálady	6	 	 	 	nejpøístupnìjší	8	 	 
2	54	2	2	3	1	2	1	0	30	70	0	100	2	3	4	4	3	2	3	2	4	-9	 	 	5	1	1	5	3	jsem v obraze co se dìje doma i v zahranièí..	2	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	seznam	je první na titulní stránce	3	 	 	2	sys_empty	1	0	0	0	sys_filtered_off	-9	 	 	 	noviny neètu a internetové servy jsou dostupnìjší	8	 	 
1	56	5	2	10	5	8	1	20	20	40	20	100	1	1	2	1	1	2	4	2	3	0	 	 	1	1	1	1	3	Jsem zvyklí o 7 hodinì pustit zprávy	8	 	 	MF dnes	ètu je pravidelnì	4	 	 	seznam	je pøehlednı	2	 	 	666	50kè	4	2	0	0	je to klasika,mám to rad	7	 	 	 	rychleho zpravodajství	8	 	 
1	54	3	2	5	88	4	1	10	30	60	0	100	2	2	3	3	1	1	4	2	4	-9	 	 	3	1	1	4	3	Dìní  doma a ve svìtì	4	 	 	nekupuji	ne	99	 	 	seznam	dobrı	8	 	 	2	sys_empty	1	2	0	0	ne	5	 	 	 	dostupnost	8	 	 
2	40	4	2	9	3	7	1	0	2	94	4	100	1	1	2	2	1	2	3	2	4	-9	 	 	4	1	1	1	3	v kostce všecho se dozvím	2	 	 	svitavskı denník	místní informace	2	 	 	seznam	nevím	99	 	 	666	100	2	3	1	4	e si je nìkdy koupím kvùli informaci co obsahují	10	 	 	 	jsou rychlé a aktuální	8	 	 
2	42	2	2	13	2	7	1	10	50	30	10	100	2	2	1	3	2	2	3	1	4	-9	 	 	3	1	1	2	2	je tam, hodnì zpráv	4	 	 	zlínské	jsou z mého kraje	2	 	 	seznam	je nejvíc zpráv	4	 	 	2	sys_empty	1	0	0	0	chodí mi poštou s televizníma novinama	7	 	 	 	jsou tam hned zprávy co se dìje	8	 	 
2	42	5	2	14	4	6	1	0	0	100	0	100	1	4	3	4	3	1	3	2	4	-9	 	 	2	1	1	4	3	nn	99	 	 	blesk	nn	99	 	 	seznam	hlavni stranka	3	 	 	666	300	1	3	0	0	v èekarnì	8	 	 	 	nuda	7	 	 
1	30	5	2	9	5	7	1	30	30	30	10	100	3	2	3	1	2	3	3	2	4	-9	 	 	1	1	1	1	2	pohodlné	8	 	 	sport	zajímá mì	2	 	 	seznam	pohodlné	6	 	 	2	sys_empty	2	0	0	0	neøídím relax	6	 	 	 	relax	7	 	 
1	37	6	3	14	4	6	1	20	40	30	10	100	2	2	2	1	2	2	2	2	4	-9	 	 	3	1	1	1	3	zajima me,co se deje	2	 	 	blesk	prehledne	2	 	 	seznam	prehled na jednom miste	6	 	 	2	sys_empty	1	4	0	0	kdyz se neco stane	11	 	 	 	zajima me deni okolo nas	5	 	 
1	47	3	2	11	88	7	1	10	60	15	15	100	1	2	1	2	2	2	3	1	4	-9	 	 	4	1	1	1	2	najdu si co me zajima	10	 	 	mf	vyhovuji me	4	 	 	seznam	je prehledny a najdu vse	2	4	 	2	sys_empty	1	4	0	0	kdyz si je koupim	2	 	 	 	zajimam se co se deje	5	 	 
2	34	6	3	1	2	4	1	10	20	70	0	100	1	2	1	1	1	2	2	1	4	-9	 	 	2	1	1	4	3	pøipadá mi nejdùvìryhodnìjší	7	 	 	Metro	nosí mi je manel :)	7	 	 	seznam	pouívám ho i na mail tak je vše na jedné stránce	3	 	 	2	sys_empty	1	0	0	0	relaxuju u toho	6	 	 	 	opravdu se zajímám co se dìje	5	 	 
1	31	5	4	14	4	7	1	5	10	80	5	100	1	1	3	2	2	2	2	1	4	-9	 	 	3	2	1	3	3	vyhovující èas sledování, monost obrazu	8	 	 	blesk	mám k nim pøístup a nekupuji je	7	 	 	seznam	automaticky mi nìco nabídne	3	 	 	2	sys_empty	1	0	0	0	e, je mám po ruce	2	 	 	 	vdy, kdy mì nìco zaujme	5	 	 
2	52	4	2	8	3	7	1	10	50	20	20	100	2	2	2	2	3	1	2	1	3	13	 	 	3	1	1	2	6	sys_filtered_off	-9	 	 	regionální deník	jsou tam zprávy z mého regionu	2	 	 	seznam	prehlednı	2	 	 	2	sys_empty	2	0	0	0	jsou tam zprávy z regionu	10	 	 	 	zajímavé zprávy ze svìta	5	 	 
1	35	4	1	14	3	2	1	0	5	65	30	100	4	4	3	1	2	1	4	1	3	99	 	 	4	4	4	2	4	spestøení v práci	8	 	 	ádné	noviny nekupuji	90	 	 	seznam	nevím	99	 	 	2	sys_empty	2	0	0	0	obèas je tam nìco zajímavého	10	 	 	 	zajímavosti	5	 	 
2	28	2	3	3	3	2	1	0	20	80	0	100	2	3	2	3	2	2	2	1	4	-9	 	 	4	1	1	4	3	nevím	99	 	 	ádné	0	99	 	 	seznam	domovská stránka	3	 	 	2	sys_empty	1	0	0	0	mì nìco vyloenì zajímá	10	 	 	 	mi hned nabìhnou	3	 	 
2	47	5	1	14	4	3	1	0	30	70	0	100	3	2	3	2	2	1	4	2	4	-9	 	 	5	1	1	4	3	v klidu si poslechnu	8	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	seznam	ctu ho	3	 	 	2	sys_empty	1	0	0	0	sys_filtered_off	-9	 	 	 	jsem na pc	3	 	 
2	29	5	3	2	2	3	1	5	50	30	15	100	3	3	3	3	2	3	3	1	1	80	 	 	3	1	1	1	2	Na PC jsem kadı den, je to pro mì nejjednodušší.	5	 	 	ádné	nemám oblíbené	90	 	 	seznam	jsem na nìj zvyklá	3	 	 	2	sys_empty	2	0	0	0	kdy se mi nìjaké dostanou do ruky	2	 	 	 	jsem na PC	3	 	 
1	55	5	2	12	6	8	1	5	5	80	10	100	1	1	2	4	3	2	3	3	2	12	 	 	3	2	1	1	3	lennost	8	 	 	MF Dnes	serioznost	3	 	 	seznam	pøehlednost	2	 	 	2	sys_empty	2	4	0	0	kdy jsou spoleènì s programem na TV	9	 	 	 	pøi brouzdání	3	 	 
1	29	3	2	11	4	9	1	10	35	45	10	100	3	3	1	1	2	1	2	3	4	-9	 	 	3	1	1	3	2	narušenı denní harmonagram	80	 	 	sport	nejvíc informací o sporte	2	 	 	seznam	pøehlednı	2	 	 	2	sys_empty	1	4	2	3	v práci,cestování	80	1	 	 	èas doma	2	 	 
1	43	6	2	14	4	3	1	10	10	20	60	100	1	2	2	2	2	1	1	1	3	11	 	 	2	1	1	1	3	 informace	4	 	 	blesk	je tam vše	2	 	 	seznam	je ok	8	 	 	666	100	1	0	0	0	v práci	80	 	 	 	doma	2	 	 
2	52	3	2	9	3	4	1	0	50	40	10	100	2	2	2	4	2	3	4	1	4	-9	 	 	4	2	3	3	6	sys_filtered_off	-9	 	 	Tıdeník rozhlas	Program na televizi, rozhlas, rùzné zajímavosti	6	2	 	seznam	mám ho nastavenı	3	 	 	2	sys_empty	1	0	0	0	jedu vlakem	1	 	 	 	jsem doma	2	 	 
2	32	4	4	7	3	8	1	0	80	0	20	100	2	2	1	3	2	3	3	1	3	80	 	 	4	1	4	1	2	Mùu si dohledat další informace, kdy mì nìco zaujme.	10	 	 	literární	objektivita	3	 	 	seznam	mám ho nastavenı jako vıchozí stránku - jednoduchost, dostupnost	3	7	 	2	sys_empty	2	0	0	0	na wc	6	 	 	 	v práci	2	 	 
1	50	3	2	2	4	9	1	0	40	35	25	100	3	3	2	3	3	3	3	2	2	11	12	 	5	1	1	1	5	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	seznam	zvyk	3	 	 	666	10	1	3	0	0	sys_filtered_off	-9	 	 	 	denní rutina	1	 	 
1	55	5	2	14	4	5	1	0	90	10	0	100	2	3	3	1	1	2	2	2	4	-9	 	 	5	1	2	5	3	televize hraje poøád	3	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	seznam	je hned po ruce	6	 	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	jsem dennì na internetu	1	 	 
2	45	3	3	3	2	10	1	0	70	20	10	100	3	2	2	4	3	2	4	1	4	-9	 	 	4	1	2	2	5	sys_filtered_off	-9	 	 	neètu noviny	-	99	 	 	seznam	jsem na nìj zvyklá	3	 	 	2	sys_empty	2	0	0	0	kdy se mi dostanou do ruky	2	 	 	 	jsem dennì na netu	1	 	 
2	38	6	4	12	6	8	1	5	70	20	5	100	2	2	1	1	2	2	1	1	4	-9	 	 	4	1	1	1	2	rychly pøísun èerstvıch informaci	1	 	 	mladá fronta	pøehledné	2	 	 	seznam	pøehledné, nastavená DS	2	3	 	666	300	1	2	0	0	cestování	1	 	 	 	kadı den	1	 	 
2	29	1	3	14	3	4	1	5	30	10	55	100	3	3	2	3	3	4	4	2	4	-9	 	 	4	1	1	1	4	do práce u jsem nauèená, poslouchám vdy rádio	8	 	 	region	dozvím se nìco o svém regionu	2	 	 	seznam	pøehlednı	2	 	 	2	sys_empty	1	0	0	0	jednou za èas	7	 	 	 	kadı den mám zaplı poèítaè	1	 	 
1	46	4	3	12	3	2	1	5	45	40	10	100	2	1	3	3	3	4	4	1	3	80	 	 	3	1	2	4	3	Chci se dozvìdìt co se dìje.	2	 	 	Regionální deník	Jsou tam zprávy z mého regionu.	2	 	 	Seznam	Je to má domovská stránka.	3	 	 	2	sys_empty	1	0	0	0	Jsou tam zprávy z našeho regionu	10	 	 	 	Ty zprávy tam jsou.	8	 	 
2	16	4	1	3	88	99	1	6	20	50	24	100	4	4	2	1	2	3	4	1	4	-9	 	 	4	3	1	2	3	Je potøebné vìdìt co se dìje v naší republice i v našem svìtì. Je to pro mne nezbytné.	2	 	 	IDNES	Vím vše, co se potøebuji dozvìdìt.	2	 	 	Seznam	Jsou zde aktuální zprávy.	1	 	 	2	sys_empty	1	3	0	0	Kdy jdu na záchod.	6	 	 	 	Mì zajímá	5	 	 
1	45	6	3	11	7	7	1	70	20	10	0	100	3	3	2	4	4	2	2	2	4	-9	 	 	1	3	3	4	1	Zvyk	8	 	 	Blesk a Aha!	Prostì jsou tak nìjak pøehledné a nemám rád dlouhé šlaánky.	2	5	 	Seznam	Nevím, mám ho jako hlavní prohlíeè - obèas mrknu i na jiné servry	99	 	 	2	sys_empty	1	4	0	0	Noviny si kupuji do práce, jsem øidiè autobusu	6	 	 	 	nìkdy doma u PC kdy je èas.	4	 	 
1	48	5	3	5	3	5	1	0	100	0	0	100	3	3	3	1	2	2	2	4	2	99	 	 	4	1	4	5	5	sys_filtered_off	-9	 	 	Blesk	Jsou vdy nìkde po ruce.	7	 	 	Seznam	Èerstvé informace	1	 	 	666	10 Kè	1	0	0	0	Leí v restauraci na stole	8	 	 	 	Trávím hodnì èasu u poèítaèe	3	 	 
2	59	4	3	9	5	4	1	0	50	50	0	100	2	1	2	1	2	2	3	1	3	80	 	 	4	1	1	4	3	JSEM RÁDA V OBRAZE	2	 	 	ORLICKİ DENÍK	JE TO REGIONÁLNÍ ZPRAVODAJSTVÍ	2	 	 	SEZNAM	ASI U ZE ZVYKU	3	 	 	2	sys_empty	1	0	0	0	POKUD CESTUJU A NEMÁM MONOST DÍVAT SE NA INTENET	1	4	 	 	JSOU TAM NEJNOVÌJŠÍ A NEJRYCHLEJŠÍ ZPRÁVY	8	 	 
2	34	6	3	3	2	6	1	0	99	1	0	100	4	2	2	3	2	3	2	1	3	99	 	 	3	1	4	1	2	Nejpøístupnìjší	3	 	 	mf dnes	nevim	99	 	 	seznam, ceske noviny	nevim	99	 	 	2	sys_empty	-8	-8	-8	-8	obcas kupujeme	7	 	 	 	mam k nemu pristup	3	 	 
1	20	1	3	9	1	7	1	10	50	30	10	100	2	1	2	1	3	2	3	1	4	-9	 	 	2	1	3	2	2	Dávají nejvíce informací. Mohu si je kdykoliv pøeèíst.	4	3	 	Lidové noviny	jsou mi dostupné	7	 	 	seznam, idnes, tn.cz	chodím na nì nejèastìji a dávají mi zajímavé informace	7	 	 	2	sys_empty	2	0	0	0	kdy mám monost novin a nemám pøístup k internetu	2	4	 	 	kdy mám pøístup k internetu, je to pohodlnìjší a najdu zde víc informací	3	9	 
2	45	6	2	4	3	5	1	10	40	50	0	100	3	4	3	3	1	3	2	2	3	13	14	 	3	1	1	3	3	MÁM RÁDA KADODENNÍ ZPRÁVY.	1	 	 	PLZEÒSKİ DENÍK	REGIONÁLNÍ DENÍK-Z MÍSTA BYDLIŠTÌ.	2	 	 	SEZNAM. CZ	JE PØEHLEDNİ	2	 	 	2	sys_empty	2	1	0	0	O VÍKENDU .	7	 	 	 	KADİ DEN	1	 	 
2	38	4	3	6	6	5	1	0	10	90	0	100	2	3	3	3	3	1	1	1	3	80	 	 	5	2	1	5	3	zajímá mì to	6	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	seznam.cz	je pøehlednı	2	 	 	2	sys_empty	1	0	0	0	sys_filtered_off	-9	 	 	 	e jsem na poèítaèi a nestihla jsem zpravodajství v tv	3	6	 
1	37	1	2	4	2	3	1	0	50	40	10	100	4	3	3	3	3	3	4	3	3	99	 	 	4	1	1	1	6	sys_filtered_off	-9	 	 	.	.	99	 	 	seznam.cz	.	99	 	 	2	sys_empty	1	0	0	0	.	99	 	 	 	.	99	 	 
2	24	5	2	8	3	8	1	5	40	50	5	100	4	2	3	4	1	3	3	1	4	-9	 	 	4	2	2	5	5	sys_filtered_off	-9	 	 	BLESK	BULVAR	2	 	 	seznam.cz	mam nejradši	8	 	 	2	sys_empty	2	0	0	0	nemám co dìlat	3	 	 	 	nevim	99	 	 
2	49	5	2	14	3	88	1	20	20	50	10	100	1	3	3	3	2	1	3	1	4	-9	 	 	4	1	1	5	2	je to nejpøistupnìjši a nejrychlejš	3	1	 	moravskoslezky den	jsou regionalni	2	 	 	seznam.cz	nejsrozumitelnìjši	2	 	 	2	sys_empty	1	3	0	0	podrobne informace z regionu	10	 	 	 	celosvìtove informace	9	 	 
2	34	6	4	6	5	6	1	5	60	30	5	100	3	3	3	4	3	3	4	1	4	-9	 	 	3	1	1	3	2	èas	80	 	 	mf dnes	pøehled	2	 	 	seznam.cz	nenároènost	80	 	 	2	sys_empty	1	4	2	3	kdy je mám po ruce	2	 	 	 	vdy po ruce, jednosuchost	8	 	 
2	42	1	3	9	3	4	1	20	20	50	10	100	2	1	1	1	1	1	1	1	2	80	 	 	1	1	1	1	2	nevím	99	 	 	blesk	nevím	99	 	 	seznam.cz	nevím	99	 	 	666	100	1	0	0	0	zvyk	7	 	 	 	dostupnost	8	 	 
1	31	3	2	13	88	88	1	0	0	0	100	100	1	2	3	1	1	2	3	1	4	-9	 	 	4	4	4	1	4	mám rádio puštìné v práci	8	 	 	Sport	sport mì zajímá	2	 	 	seznam.cz	jsem ta m zvyklı bıt	3	 	 	2	sys_empty	1	0	0	0	nudím se	3	 	 	 	potøebuji nìco najít na poèítaèi	5	 	 
2	34	4	3	2	4	88	1	10	80	10	0	100	2	3	1	2	1	2	2	2	3	13	 	 	3	1	2	5	2	rychlé zjištìní informací	1	 	 	mf dnes	odebírají je rodièe a tak si je obèas pøeètu	7	 	 	seznam.cz	protoe ho máme nastavenı jako domovskou stránku	3	 	 	2	sys_empty	1	3	0	0	.. kdy se mi dostnou pod ruku	2	 	 	 	e mì nìco zaujme	5	 	 
2	23	5	3	14	3	6	1	0	80	10	10	100	2	2	3	3	2	3	4	1	4	-9	 	 	5	2	4	3	2	najdu si informace ktere me zajimaji	10	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	seznam.cz	nevim	99	 	 	2	sys_empty	2	0	0	0	sys_filtered_off	-9	 	 	 	kdyz si spustim internet	3	 	 
1	44	2	4	14	6	7	1	50	20	20	10	100	1	2	3	1	1	3	4	2	4	-9	 	 	1	2	2	3	1	u ètení novin si i odpoèinu	8	 	 	Dnes	jsou nejlepší	4	 	 	seznam.cz	nejvíc mi vyhovuje	8	 	 	2	sys_empty	-8	-8	-8	-8	noviny odebírám	7	 	 	 	kdy potøebuji nìco zjistit na internetu	3	 	 
1	42	1	3	2	7	9	1	5	60	25	10	100	3	4	3	1	1	2	4	3	4	-9	 	 	3	1	1	2	5	sys_filtered_off	-9	 	 	Mladá fronta	nejlepší pøílohy a magazíny	6	 	 	seznam.cz	pøehlednej, aktualizovanej, èesky	2	1	80	2	sys_empty	1	2	0	0	e vychází pøíloha a kdy jedu MHD	9	1	 	 	pracuji kadı den s poèítaèem	3	 	 
2	58	5	3	14	3	2	1	10	10	80	0	100	1	2	1	3	2	1	1	2	2	0	 	 	1	1	1	4	3	veèer kdy pøíjdu ze zamìstnání, zaèíná zpravodajství v televizi, pustím si ho a sleduji	8	 	 	blesk	dostupnost a obsáhlost	7	2	 	seznam.cz	internet.prohlíeè	99	 	 	2	sys_empty	2	0	0	0	v dopr. prostøedku, dojídím do zamìstnání	1	 	 	 	pøi práci na internetu, po pøihlášení pøeètu novinky	3	 	 
2	45	2	2	2	4	99	1	20	40	30	10	100	2	2	2	2	2	1	2	1	4	-9	 	 	1	1	1	1	3	dozvím se tam vše najednou co se událo	2	 	 	Metro	je tam vše a jsou zdarma	2	8	 	seznam.cz	je pøehlednı	2	 	 	2	sys_empty	1	2	0	0	ve vlaku nemám tam pøipojení na internet	1	4	 	 	doma a v práci, kde mám pøipojení	2	 	 
2	58	5	3	12	7	10	1	10	10	70	10	100	1	1	1	3	2	2	2	1	2	80	 	 	1	1	1	1	3	nejrychlejší,nejpøehlednìjší,nejvíc informací	1	2	4	MF Dnes	líb	4	 	 	seznam.cz	jsem na nìj zvyklá	3	 	 	2	sys_empty	1	0	0	0	doma v klidu	6	 	 	 	v práci	2	 	 
2	59	6	3	1	4	7	1	0	50	50	0	100	3	2	2	2	3	3	4	1	4	-9	 	 	5	1	1	5	5	sys_filtered_off	-9	 	 	sys_filtered_off	sys_filtered_off	-9	 	 	seznam.cz	mám ho nastavenı jako domovskou stránku	3	 	 	2	sys_empty	1	2	0	0	sys_filtered_off	-9	 	 	 	internetové-dennì jsem na PC, tištìné - nemám monost denního nákupu	1	 	 
1	54	2	3	2	5	6	1	5	5	40	50	100	2	2	3	1	2	2	3	1	3	80	 	 	2	2	1	1	4	Posloucham v aute v praci a doma	8	 	 	blesk	jsou strucne	2	 	 	seznam.cz	je na zakladni internetove strance	3	 	 	2	sys_empty	1	4	0	0	obcas koupim, nebo kolega	7	 	 	 	jsem dene na internetu	1	 	 
2	31	5	2	7	3	7	1	10	30	50	10	100	1	3	3	3	2	4	4	1	4	-9	 	 	4	1	2	3	2	mám zde vše pohromadì	4	 	 	mladá fronta dnes	dle mì nejsou informace zkreslené	3	 	 	seznam.cz	znám ho nejvíce	80	 	 	2	sys_empty	2	4	3	1	dostanou se mi pod ruku	2	 	 	 	jsemna  internetu dennì	1	 	 
1	16	1	1	7	88	99	1	0	40	40	20	100	2	3	2	3	1	3	2	2	4	-9	 	 	4	1	1	2	2	Chodím na seznam.cz a tam najdu snadno co je nového.	1	 	 	Nevím, nepreferuji ádné konkrétní noviny	Nevím	99	 	 	seznam.cz	Vše je na jedné stránce, je pøehlednı	2	 	 	2	sys_empty	2	4	0	0	Tøeba kdy èekám v èekárnì.	8	 	 	 	Kadı den zapínám internet a tak se na chvilku kouknu.	1	 	 
1	49	6	3	4	5	4	1	10	50	30	10	100	2	3	4	4	1	3	3	2	2	18	 	 	3	1	1	2	3	Mam monost nejèastìji sledovat.	3	 	 	Plzeòskı deník, Blesk	Jsou v baru zadarmo	8	 	 	Seznam.cz	Proto ?	99	 	 	2	sys_empty	2	0	0	0	V baru abych zabyl èas	8	 	 	 	Ze zvyku a nudy	7	 	 
2	37	6	4	12	4	3	1	2	40	25	33	100	1	4	1	4	4	4	4	1	4	-9	 	 	3	1	1	1	4	rychlé	1	 	 	olomouckı deník	pøehledné	2	 	 	seznam.google	pøehlednı	2	 	 	2	sys_empty	3	2	1	0	jsou v nem zajímavé èlánky	10	 	 	 	informace	80	 	 
